compound,user_compound_id,smiles,purity_pct,molecular_weight,log_p,tpsa,inchi_key,num_rotatable_bonds,num_h_acceptors,num_h_donors,num_atoms,num_bonds
f8da5ccd-268c-4316-92bb-896ade0f034d,9320131,Cc1cccc2sc(NC(=O)c3sc4ccccc4c3Cl)nc12,,358.88,5.73,41.99,WRLWJDDDDBHKPW-UHFFFAOYSA-N,2,4,1,23,26
4beadb08-6ae4-4ae0-8032-3ff81eac28be,9318184,O=C(O)c1cc(Br)ccn1,,202.01,1.54,50.19,RPHHYRNGCJYQSP-UHFFFAOYSA-N,1,2,1,10,10
f2e8cd2a-8e2f-433c-b191-2fd96857f864,9322552,COC(=O)c1ccc(Oc2c(C)oc3cc(OCC#N)ccc3c2=O)cc1,,365.34,3.58,98.76,RPPILYWXLUAWJU-UHFFFAOYSA-N,5,7,0,27,29
1f6b4924-e622-419c-8fb9-ca7475d43008,9316964,O=C(/C=C/c1ccccc1)Nc1nnc(-c2ccc(F)cc2)o1,,309.3,3.53,68.02,DUJVDSCRQPONIV-IZZDOVSWSA-N,4,4,1,23,25
42583cac-e9ac-4188-8243-460f9c16fef0,9314255,O=C(c1csc(-c2ccccc2)n1)N1CCN(c2ncccn2)CC1,,351.44,2.56,62.22,QBFCMQZLIYKKKE-UHFFFAOYSA-N,3,6,0,25,28
a208fca7-69e1-493b-9481-7d18009c84ac,9315499,CC1CN(c2ncc(Br)cn2)CC(C)O1,,272.15,1.85,38.25,JISNJLJIMPADEL-UHFFFAOYSA-N,1,4,0,15,16
7a3d5740-6dcd-4a44-beee-94bee8a8f868,9312710,COc1ccc2c(=O)c3c(oc2c1)C(=O)N(c1nccs1)C3c1ccccn1,,391.41,3.4,85.53,ROLQSOKOAVYQBV-UHFFFAOYSA-N,3,7,0,28,32
8175f64e-4d3d-42ba-adc0-e4463e14e5ea,9319484,N#C/C(=C/c1cccc(Br)c1)c1nc(-c2ccc(F)cc2)cs1,,385.26,5.78,36.68,RTEYRVRUGHJMPM-ZSOIEALJSA-N,3,3,0,23,25
eae4a8f2-484e-409b-b396-abeecdbedc1b,9317912,Cc1ccc(O)c(-c2cc(-c3ccccc3F)[nH]n2)c1,,268.29,3.9,48.91,LJNZETUEEBQTFK-UHFFFAOYSA-N,2,2,2,20,22
0cacc753-a9e6-4b9c-8a3f-2d674ea69bd5,9312529,CC(C)(C)C(=O)NCc1nnnn1C1CCCCC1,,265.36,1.84,72.7,NFKINSANIMXYGD-UHFFFAOYSA-N,3,5,1,19,20
1244faea-c98c-4bfd-a881-b9a6dd44deb2,9314165,CN1CCN(c2c(S(=O)(=O)c3ccc(Cl)cc3)cnc3ccc(F)cc23)CC1,,419.91,3.61,53.51,OBUBYQAJFVSRPZ-UHFFFAOYSA-N,3,5,0,28,31
5fa728ab-672a-42b9-8704-7366564897cc,9316218,O=C(CCOc1ccccc1)Nc1ncc(-c2ccc(Cl)c(Cl)c2)s1,,393.3,5.52,51.22,PHFLBJKWQXOHPP-UHFFFAOYSA-N,6,4,1,25,27
80b5f5e1-e438-4ccb-827c-45398ae21776,9317815,COc1ccc(-c2csc(/C(C#N)=C\c3ccc(OC)c([N+](=O)[O-])c3)n2)cc1,,393.42,4.8,98.28,OCSIHPVXUPPVEA-DHDCSXOGSA-N,6,7,0,28,30
ab8c7c2f-8a9f-4e67-a39f-a3cd1ae2e57a,9320169,O=C(/C=C\c1ccccc1)Nc1nc2c(F)cc(F)cc2s1,,316.33,4.23,41.99,OAFPPOKNIWYGPR-SREVYHEPSA-N,3,3,1,22,24
a524b73d-16cd-4cf7-8efc-a5d9b0660e1d,9315992,Cc1cccc(CC(=O)NCC2CCN(c3nccnc3C#N)CC2)c1,,349.44,2.23,81.91,YCPQRPDUBLHJCF-UHFFFAOYSA-N,5,5,1,26,28
019b11dd-21be-4f80-8263-723dd7993d17,9315045,O=C(CSc1nccn(-c2cccc3ccccc23)c1=O)Nc1ccccc1F,,405.45,4.26,63.99,CULCXFIWWLAEAJ-UHFFFAOYSA-N,5,5,1,29,32
4234ed94-a319-433f-8031-82adce72c473,9314190,CN1CCN(C(=O)c2cc(-c3cccs3)n(CC(=O)NCc3ccco3)n2)CC1,,413.5,1.91,83.61,FHZOKBABGZGSNI-UHFFFAOYSA-N,6,7,1,29,32
af4f78f9-b19e-42e0-9571-a9094e5e48ed,9319966,CC(C)(C)OC(=O)N1CC(CBr)C(F)(F)C1=O,,314.13,2.41,46.61,CGRVASOYYQEXSF-UHFFFAOYSA-N,1,3,0,17,17
2671e7ca-e8ae-40a4-a83e-6e8ebf75d7d0,8632964,COc1cccc(N=C(O)/C=C/c2ccc(Cl)cc2)c1,,287.75,4.65,41.82,RYAMDQKWNKKFHD-JXMROGBWSA-N,4,2,1,20,21
1a64e466-03ec-4307-9436-fae5ef02b361,9322484,Cc1nc2sc(C(c3cccc(Cl)c3)N3CCN(C)CC3)c(O)n2n1,,377.9,2.79,56.9,PCWZLOBSDPMDJZ-UHFFFAOYSA-N,3,7,1,25,28
b7acb941-0993-4fa3-9688-35158c04ab51,9314451,Cc1ccc(-c2nnc(N3CCC(C(N)=O)CC3)c3ccccc23)cc1,,346.43,3.31,72.11,CFQBBBMEVVCPHN-UHFFFAOYSA-N,3,4,1,26,29
66d63a5f-9c85-4384-9d36-a0eab8fcced7,9319611,CS(=O)(=O)Nc1ccccc1C(=O)/C=C/c1c(F)cccc1Cl,,353.8,3.75,63.24,UPZQHAQAHKNOKE-MDZDMXLPSA-N,5,3,1,23,24
5e6baadd-63b8-4d65-bbed-d5d7617c0600,9313482,Cc1ncn(CC(=O)NCc2ccccc2-c2ccsc2)c(=O)c1C,,353.45,2.9,63.99,GDBMRRKPXCQCJE-UHFFFAOYSA-N,5,5,1,25,27
9c574a13-0896-417a-9633-8b242098a36e,9317018,C#CCn1/c(=N/C(=O)c2ccc(S(=O)(=O)N(CC=C)CC=C)cc2)sc2cccc(OC)c21,,481.6,3.45,80.97,KOBFCNSPXTVFPZ-IZHYLOQSSA-N,9,6,0,33,35
ceac6bcf-034a-441b-b151-24d849733636,9315513,CC(C)(c1ccccc1)c1ccc(OCC(=O)NCCC(=O)O)cc1,,341.41,2.98,75.63,LGABCTUUVNWFPX-UHFFFAOYSA-N,8,3,2,25,26
2ac76f09-700f-403f-9da9-0b4303073e81,9314634,CCC(=O)N1CCN(c2ccc(-c3noc(C(F)(F)F)n3)cn2)CC1,,355.32,2.21,75.36,BLOJUXAFKPOOAW-UHFFFAOYSA-N,3,6,0,25,27
f49791e6-6027-4968-b8d9-f68f2ad2a453,9322637,O=C(Oc1ccc2c(=O)c(-c3ccccc3)coc2c1)C1CC1,,306.32,3.78,56.51,DYXAOVSDYQLGGN-UHFFFAOYSA-N,3,4,0,23,26
0ac5d8fe-4a8d-4844-86a2-66a38c3be67c,9315983,CCOc1ccc(S(=O)(=O)NCc2ccccn2)cc1,,292.36,1.96,68.29,WCVSRMZLGLFRPO-UHFFFAOYSA-N,6,4,1,20,21
965bbf9f-39a0-4b9f-abd9-435381c181da,9320409,COC(=O)C(C)Oc1cc2c(-c3cc4ccccc4o3)cc(=O)oc2cc1C,,378.38,4.45,78.88,FUWCNCNVMLNKIY-UHFFFAOYSA-N,4,6,0,28,31
51a8a15e-04b0-4eba-b1f1-3f99340201f1,8633391,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,,426.49,4.83,64.8,XMXHEBAFVSFQEX-UHFFFAOYSA-N,8,6,0,31,34
d5fc10a5-b374-4b4d-a978-544f79febfa4,9317279,COc1ccc(/C=C/C(=O)Nc2c(C)cccc2C(C)C)cc1,,309.41,4.78,38.33,WPQVXHJLNQTJGX-JLHYYAGUSA-N,5,2,1,23,24
5fe2c9bc-f69b-4ae9-b8bd-ade9f37ca173,9312640,CC(C)(C)C(=O)NCC(c1ccco1)N1CCSCC1,,296.44,2.53,45.48,MBYOCGFRXJNJIP-UHFFFAOYSA-N,4,4,1,20,21
6f29313f-d5a0-4d4a-836c-7468c02e2038,9318061,Cc1ccc(C(=O)O/N=C(\N)c2ccccn2)cc1,,255.28,1.87,77.57,XMPVELWXKYOMCN-UHFFFAOYSA-N,3,4,1,19,20
6d8bcccd-2f3a-49ea-bb41-273b0215ce00,9317661,Cc1ccc(-n2c(C)cc(C(=O)CCl)c2C)cc1,,261.75,3.82,22.0,BAEXXXPZKCRCQD-UHFFFAOYSA-N,3,2,0,18,19
2ffb7b46-3c12-44a4-8743-1c8e53da0484,9317219,O=C(O)C1CCCN1C(=O)CCl,,191.61,0.3,57.61,LXDUOIDIFSKLNB-UHFFFAOYSA-N,2,2,1,12,12
4bf888ae-f803-4cd4-8e67-492c90016083,9313518,COc1ncc(NC(=O)C(C)C)c(OC)n1,,225.25,1.09,73.34,SZRRXVMXCZCPMV-UHFFFAOYSA-N,4,5,1,16,16
a1a11f5c-469c-4615-8c43-10de15982e2e,9316910,C#CCn1/c(=N/C(=O)C(C)(C)C)sc2cc(Br)ccc21,,351.27,3.57,34.36,SGUDPIXCYVWFDW-VKAVYKQESA-N,1,3,0,20,21
42af7e03-225a-47c3-9176-bfd0b6676994,9314517,COCC(=O)NCCn1nc(-c2ccc(F)cc2)n(C2CC2)c1=O,,334.35,0.95,78.15,CYAOLRIKOCLTDZ-UHFFFAOYSA-N,7,6,1,24,26
b68c8415-3b91-4421-8624-fdbd971d0f93,9313743,Cc1ccc(S(=O)(=O)NCC2(O)CCCC2)s1,,275.39,1.64,66.4,OBZIOCKYMQAAFD-UHFFFAOYSA-N,4,4,2,17,18
76e16d9f-d9c5-4ee3-8652-479e11615066,9314860,CCn1nccc1C(=O)Nc1nc(C)c(C(C)=O)s1,,278.34,2.12,76.88,NPVBKTXBWCQZIZ-UHFFFAOYSA-N,4,6,1,19,20
4090f35b-7597-4873-b2bb-f23d78b8824a,9312894,CC1CCc2sc(NC(=O)c3ccc(S(=O)(=O)N(CCCl)CCCl)cc3)nc2C1,,476.45,3.99,79.37,JXTDOPMGIPAMGK-UHFFFAOYSA-N,8,5,1,29,31
ad7c10b9-7dd1-4e2a-ba06-2822814fbe2f,9313993,CC(=O)C1CCN(c2cc(N(C)C)ncn2)C1,,234.3,0.96,49.33,HQFGKZKOGDRUCW-UHFFFAOYSA-N,3,5,0,17,18
9ee04c79-600e-4fcd-a824-1d0c0330591e,9316322,O=C(CCc1ccccc1F)NCC1CCN(CC(F)(F)F)CC1,,346.37,3.15,32.34,WBEUEMWNIGFGEW-UHFFFAOYSA-N,6,2,1,24,25
d06dbc0a-1af3-4b6a-a1f4-7f446a7876a7,9321661,COc1cc(/C=C2\Oc3cc(OCC#N)ccc3C2=O)cc(OC)c1OC,,367.36,3.23,87.01,PWUCRPLPIVIIQA-PXNMLYILSA-N,6,7,0,27,29
3a43e57e-ce59-408e-8e1a-65d727a33494,9321298,COc1ccc(S(=O)(=O)NCc2cn3ccsc3n2)cc1OC,,353.43,1.89,81.93,WGMDEHRYTAOYHK-UHFFFAOYSA-N,6,7,1,23,25
7f697124-fd5d-4fb9-a7df-f76c4c088e75,9316036,OCCNc1nc(-c2ccccc2)c2cc(Cl)ccc2n1,,299.76,3.35,58.04,YKQYBJKPSXUFHR-UHFFFAOYSA-N,4,4,2,21,23
498fe926-ace1-4e55-94c5-d594a6e98144,9313936,CC(=O)C1CCN(c2cc(C)nc(C)n2)C1,,219.29,1.51,46.09,ICXBSCQMPULQRQ-UHFFFAOYSA-N,2,4,0,16,17
3e41de4a-3edc-4440-84d7-1b3afe3abae4,9316740,COc1ccccc1N/C=C(\C#N)c1nc(-c2ccc([N+](=O)[O-])cc2)cs1,,378.41,4.7,101.08,XYUHIQZHEFLDCN-SDNWHVSQSA-N,6,7,1,27,29
a472d797-c438-4903-94d1-cf7be6a92d00,9318384,O=[N+]([O-])c1ccc(Cl)c(S(=O)(=O)n2ccnc2)c1,,287.68,1.68,95.1,QKRWTWOKMZUUMD-UHFFFAOYSA-N,3,6,0,18,19
f210d1fc-b413-43bc-b731-79dc0ef1e917,9313122,COc1ccccc1C1(CNC(=O)C2CC=CCC2)CCOCC1,,329.44,3.22,47.56,QCUVIWFYQABCLN-UHFFFAOYSA-N,5,3,1,24,26
94ccafab-5faa-4c4b-a564-bfb361914b3f,8633706,Oc1cccc2c(O)nccc12,,161.16,1.65,53.35,LFUJIPVWTMGYDG-UHFFFAOYSA-N,0,3,2,12,13
f9e3e0f7-179b-4545-b479-6b615146981b,9317681,Cc1ccc(S(=O)(=O)CC(=O)Nc2cccc(Cl)c2)cc1,,323.8,3.06,63.24,ACGXMTLNRQYVAE-UHFFFAOYSA-N,4,3,1,21,22
8868e31c-9b75-4bb4-980a-1e12ad102c35,9318113,CCOC(=O)C(C)Oc1cccc2c(=O)n(CC(=O)Nc3ccc(C)cc3)ccc12,,408.45,3.28,86.63,JYYSEUPORZMMMG-UHFFFAOYSA-N,7,6,1,30,32
b5c55811-72ca-475c-b7f9-e12a66d34d40,9316302,CN1CCC(CNC(=O)COc2ccccc2)CC1,,262.35,1.52,41.57,MKEOVPMPJPUWCF-UHFFFAOYSA-N,5,3,1,19,20
47f78221-14f2-4fb8-b96e-012d94f1cf74,9313552,CC(C)(C)c1cc(C(F)(F)F)c(C#N)c(SCC(N)=O)n1,,317.34,2.85,79.77,YQJRZQOLWUQRES-UHFFFAOYSA-N,3,4,1,21,21
34341e44-57f2-4a77-ba54-412335f311a1,9321228,CN(C)S(=O)(=O)N1CCC(CNC(=O)CCc2ccccc2Br)CC1,,432.38,2.02,69.72,MEBBYTFOKQVLLJ-UHFFFAOYSA-N,7,3,1,25,26
98fb1af9-9964-428e-96e6-665cbb843def,8633586,N=C(NCCC[C@H](N)C(=O)O)N[N+](=O)[O-],,219.2,-1.52,154.37,MRAUNPAHJZDYCK-BYPYZUCNSA-N,6,5,5,15,14
28ee4274-d3c1-4ed1-b804-c87b4de021bb,9317710,COc1ccc([N+](=O)[O-])cc1NC(=O)c1ccccc1SC,,318.35,3.58,81.47,ISWLSMWHPQTYRJ-UHFFFAOYSA-N,5,5,1,22,23
64d0bb43-7e86-400c-956f-b3f6ccbfddcb,9322713,C=C(C)COc1ccc2c(=O)c(Oc3ccccc3OC)c(C)oc2c1,,352.39,4.86,57.9,DSYVPRXUVIITHC-UHFFFAOYSA-N,6,5,0,26,28
e435f6f7-3650-4c1b-a18b-2e0167dd781e,9321607,CCn1c(-c2ccc(OC)cc2)cn2c3c(=O)[nH]c(=O)n(C)c3nc12,,339.36,1.37,86.32,HSLPIOQGFGDUKF-UHFFFAOYSA-N,3,7,1,25,28
f9f0f617-6b85-4e77-9026-4fceb9a105b4,8633218,CNCCCC12CCC(c3ccccc31)c1ccccc12.Cl,,313.87,4.63,12.03,NZDMFGKECODQRY-UHFFFAOYSA-N,4,1,1,22,24
d7c45e9c-bf1b-4080-80b8-7967bf379b8a,9312518,CCCCCCSc1nnc(C)c(O)n1,,227.33,2.56,58.9,CLYXSRPWQHQIMH-UHFFFAOYSA-N,6,5,1,15,15
c4c0cc57-253e-45c0-a207-06398d3b6e5f,9317087,CCOC(=O)c1nn(-c2ccccc2Cl)c(=O)cc1OS(=O)(=O)c1cc(C)c(C)cc1OC,,492.94,3.46,113.79,KKTXMNQAHJKQNK-UHFFFAOYSA-N,7,9,0,33,35
d0ecd125-ea3b-4e2a-ad1a-31d0461cecb0,9316067,COc1ccc(CCNC(=O)NCC2(O)CCOC2)cc1,,294.35,0.69,79.82,FJCVBKSZGOJQNZ-UHFFFAOYSA-N,6,4,3,21,22
1c3de7c2-3fc8-4025-b164-e1c6b4e9877f,9321316,CN1CC(CN2CCN(c3ccc(C(F)(F)F)cn3)CC2)OCC1=O,,358.36,1.08,48.91,WXMUKUMAXQOQBN-UHFFFAOYSA-N,3,5,0,25,27
7bab7cd2-2a0c-4a17-b733-a27be61588a7,9313200,Cc1ccc(Nc2nc(N3CCN(C)CC3)nc3nccnc23)cc1,,335.42,2.22,70.07,KFTHKRVLHXONAS-UHFFFAOYSA-N,3,7,1,25,28
a4c709a1-fccb-49ce-bcce-b396e671f380,9317735,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccc(Cl)cc1Cl,,322.15,4.8,60.21,GGZYMVHGKZNEOY-FPYGCLRLSA-N,4,3,0,21,22
ec65b330-7ed3-40c6-bdcd-68e4d7e145bc,9317225,O=C(CCl)Nc1nc2ccccc2s1,,226.69,2.47,41.99,CMUZFXFDVGLPGO-UHFFFAOYSA-N,2,3,1,14,15
8c2ac20d-b1df-4b93-855e-54de58e870b8,9320876,CCCOC(=O)c1ccc(Oc2coc3c(CN(C)C)c(O)ccc3c2=O)cc1,,397.43,3.92,89.21,XZCFSVULVVMKIJ-UHFFFAOYSA-N,7,7,1,29,31
4697cdb3-4e99-4d09-ae50-ca04b7543ac5,8633749,COc1ccnc(-c2cc(OC)ccn2)c1.F[P-](F)(F)(F)(F)F.[Au+3].[Cl-].[Cl-],,629.08,-0.45,44.24,YZIUJXMVWVJCTJ-UHFFFAOYSA-L,3,4,0,26,23
515a71b2-6b25-4512-a42c-307492ee798b,9316552,COc1ccc(C(=O)/C=C/c2ccc(OC)c(OC)c2)c(O)c1,,314.34,3.31,64.99,SKTAHPCCLORHHM-XBXARRHUSA-N,6,5,1,23,24
096fc33c-4316-4329-ada5-d16f0ec9a183,9313809,CCN1CCc2c(sc(NC(=O)c3ccc(C#N)cc3)c2C(N)=O)C1.Cl,,390.9,2.77,99.22,ASEJTDWLASFHQO-UHFFFAOYSA-N,4,5,2,26,27
c9ff49f8-4ebf-4cdd-ba51-7425e3f3e94b,9322614,CCCCOc1ccccc1-c1cc(C(=O)Nc2cc(Cl)c(OC)cc2OC)[nH]n1,,429.9,5.18,85.47,DHNSSEZAAJTWPA-UHFFFAOYSA-N,9,5,2,30,32
687f6bd1-aba5-4804-8b19-dd28bf31f1b2,9316396,COc1cc(/C=C(\C#N)c2nc(-c3ccc(F)cc3)cs2)cc(OC)c1OC(C)=O,,424.45,4.96,81.44,PULOROKBIFBQTP-LZYBPNLTSA-N,6,7,0,30,32
11976b65-6bb1-4eed-9db8-8fd8f38eeb93,9252202,NC(=O)c1oc2ccccc2c1NC(=O)c1ccc(Oc2ccc(C(=O)Nc3c(C(N)=O)oc4ccccc34)cc2)cc1,,574.55,5.67,179.89,MBPSBQZFZLFEFG-UHFFFAOYSA-N,8,7,4,43,48
0a734693-d834-49ec-b5b6-a6b82d98d66a,9321934,COc1ccc(/C=C2\Oc3cc(OC(=O)C(C)(C)C)ccc3C2=O)c(OC)c1OC,,412.44,4.28,80.29,SWCDDXYYBKLAKZ-WQRHYEAKSA-N,5,7,0,30,32
e249e1f1-e5c3-4020-9bf7-4c2c3e70f859,9315383,Cc1nc(SCC(N)=O)nc2c1CCCC2,,237.33,1.24,68.87,GBMMGGJWHXFTHC-UHFFFAOYSA-N,3,4,1,16,17
2e32849c-0ed6-4d1e-8c33-744c7606a248,9313618,CCn1/c(=N\C(=O)C2CCCN2S(=O)(=O)c2ccc(OC)cc2)sc2ccccc21,,445.57,3.01,80.97,SFVBBGCVYWRCAX-QURGRASLSA-N,5,6,0,30,33
3731341f-5e7e-434a-a91c-acf3be6a714f,9314790,COc1cccc2cc(-c3nnc(-c4ccccc4)o3)c(=O)oc12,,320.3,3.52,78.36,NZYKPRXPWLVOLJ-UHFFFAOYSA-N,3,6,0,24,27
981d1671-7b54-48f5-8c94-5ae663073510,9319299,CCOc1cc(C(=O)Nc2ccc3c(c2)C(=O)N(CC)CCO3)cc(OCC)c1OCC,,442.51,3.99,86.33,MPHUZVFPYVSDOL-UHFFFAOYSA-N,9,6,1,32,34
a83f285d-ce17-4d01-bf5e-6b02f846ff9e,9320589,Br/C=C/c1cc2cc(Br)ccc2o1,,301.96,4.56,13.14,MAGNBHUIAUXTNA-ONEGZZNKSA-N,1,1,0,13,14
7c69760c-fbe9-474a-8a31-d015774c1172,9313502,CN(C)C(CNC(=O)C(=O)NC1CCCC1)c1ccsc1,,309.44,1.53,61.44,DBIGTFZRSFBGMC-UHFFFAOYSA-N,5,4,2,21,22
a4aee6fb-7a53-413f-aa7b-46584bf3b332,9314969,COc1ccc(N2C(=O)CCS2(=O)=O)cc1S(=O)(=O)N1CCOCC1,,390.44,-0.22,110.29,SHYNQECFRBAFGL-UHFFFAOYSA-N,4,7,0,25,27
ecb9e491-af5b-45ef-ad53-53a23fc30b05,9322034,CS(=O)(=O)Oc1ccc2c(=O)ccoc2c1,,240.24,1.13,73.58,SNEVYWQAVJSQAV-UHFFFAOYSA-N,2,5,0,16,17
74660a85-c4b8-46f0-9aba-01eb81035f54,9314374,Cc1noc(CN2CCCN(c3ccc4nncn4n3)CC2)n1,,314.35,0.53,88.48,LRYZLZUQZNWCKZ-UHFFFAOYSA-N,3,9,0,23,26
d633ffd8-08a6-4d6a-9220-6693504b59e3,9322449,Cc1cc2c(cc1NC(=O)NCc1ccc(F)cc1)N(C)S(=O)(=O)N2C,,378.43,2.59,81.75,PKLLXDYTLFSUNT-UHFFFAOYSA-N,3,3,2,26,28
3a739b94-f477-4190-914c-76fdf43b79c1,9320794,CC(=O)c1cccc(OS(=O)(=O)c2ccccc2[N+](=O)[O-])c1,,321.31,2.57,103.58,KTJCJHWGLPOSQN-UHFFFAOYSA-N,5,6,0,22,23
ca14dbcb-aef9-4901-be74-df9c0b9d54a4,8633833,N=C(N)N/N=C/c1cccc(Cl)c1Cl,,231.09,1.81,74.26,WLTSTDGGFCQWTK-YIXHJXPBSA-N,2,2,3,14,14
7976c830-df5d-4013-8fb4-52bede3cc31b,9320827,Cn1c(/C=C(\O)c2ccc(OC(=O)C(C)(C)C)cc2O)nc2ccccc21,,366.42,4.29,84.58,QYIUFCUQDHRQBS-PDGQHHTCSA-N,3,6,2,27,29
14fd3f2f-fdf6-4617-a3d6-3cebd5891791,9321809,CSCCC(NS(=O)(=O)c1cccc(Cl)c1)C(=O)O,,323.82,1.82,83.47,RUTVKXJQNPCTNU-UHFFFAOYSA-N,7,4,2,19,19
f8bcd8f3-535c-4316-841c-7cfa102fa037,9321867,COC(=O)c1ccc(/C=C2\Oc3cc(OCC(=O)OC(C)(C)C)ccc3C2=O)cc1,,410.42,3.81,88.13,CRQOVJSTVAQTFI-ODLFYWEKSA-N,5,7,0,30,32
aa367d15-a742-4c6e-a837-bff1a25283ed,9322363,COc1ccccc1-c1coc2cc(OC(=O)c3c(C)oc4ccc(OC(C)=O)cc34)ccc2c1=O,,484.46,5.67,105.18,CAXXOOAJLSPPAE-UHFFFAOYSA-N,5,8,0,36,40
a6007ed1-06a7-4441-8568-568f08d577aa,9321733,C=CCOC(=O)COc1cc2occ(-c3ccc4c(c3)OCCO4)c(=O)c2cc1CC,,422.43,3.9,84.2,ZHTZHWTYFREUHI-UHFFFAOYSA-N,7,7,0,31,34
3bb166cd-161f-471c-ad9b-f51b7a073729,8633584,CN(C)C(=O)/N=N/C(=O)N(C)C,,172.19,0.8,65.34,VLSDXINSOMDCBK-BQYQJAHWSA-N,0,2,0,12,11
7e95d9bf-f4b8-440c-8b01-5d44fd5d4be3,9313572,Cn1nc(N2CCCC(C(=O)O)C2)ccc1=O,,237.26,0.08,75.43,KXTJNQBCPLEELL-UHFFFAOYSA-N,2,5,1,17,18
55a2aeca-84fe-4774-9a09-2bcc8a853c13,9321590,CCC(=O)Oc1ccc2c(c1)O/C(=C\c1ccc(OC)c(OC)c1OC)C2=O,,384.38,3.64,80.29,OQJFDONXNRFYNL-YVLHZVERSA-N,6,7,0,28,30
2b10b63a-5794-4b9d-a522-bbfa42202254,9316592,Cc1ccc(-c2ccc(/C=C(\C#N)c3nc4ccccc4s3)o2)c([N+](=O)[O-])c1,,387.42,5.84,92.96,BPSNGBHFDHKMDX-SDNWHVSQSA-N,4,6,0,28,31
fe225e65-9a12-4cd4-8821-66d8c3ebb6eb,9320332,CCCc1cc2c(=O)c(-c3ccc4c(c3)OCCO4)c(C)oc2cc1OC(C)=O,,394.42,4.42,74.97,ZRJZERMLQZGAMP-UHFFFAOYSA-N,4,6,0,29,32
676ee539-3487-4f64-962c-396455ef27ed,9316789,C#CCn1/c(=N/C(=O)c2ccc(C#N)cc2)sc2cccc(F)c21,,335.36,3.09,58.15,JUNLQCGVORCGDC-UZYVYHOESA-N,2,4,0,24,26
168b9f3a-ca69-4ad5-84d7-75f9938805c0,9312783,O=C(c1ccc(Br)o1)N1CCN(S(=O)(=O)c2cc3c4c(c2)CCN4C(=O)CC3)CC1,,494.37,2.02,91.14,UFWJXINRMXXIMW-UHFFFAOYSA-N,3,5,0,30,34
c6bf1b9c-ebad-42b0-a880-019c5ccd7793,9314610,O=C(CCS(=O)(=O)c1ccccc1)Nc1nc2c(s1)CCC2,,336.44,2.43,76.13,GLFGPZMIFCCZFH-UHFFFAOYSA-N,5,5,1,22,24
714b1a55-1190-408a-8ebd-0d00717dcf92,9317993,CCOC(=O)C(C)Oc1cccc2c(=O)n(CC(=O)Nc3ccc(OC)cc3)ccc12,,424.45,2.98,95.86,CFQXBSFRUQKYQA-UHFFFAOYSA-N,8,7,1,31,33
7aceb30e-37d4-4689-9909-93de831df9fc,9313628,Cn1nc(-c2cccnc2)cc1CNC(=O)C(C)(C)C,,272.35,2.14,59.81,KSCHMTCTBVGLPM-UHFFFAOYSA-N,3,4,1,20,21
35f5f426-5f22-400e-8032-57a23d6184db,9320715,CCOC(=O)C1CCN(Cc2cc(=O)oc3cc(C)ccc23)CC1,,329.4,2.88,59.75,KSJNUDIQTVTYMP-UHFFFAOYSA-N,4,5,0,24,26
f5632f22-9d0b-4f4a-a860-f37033411531,9262459,Cc1ccc(NC(=O)c2cnc(SCC(=O)N3CCN(c4ccccc4)CC3)n(C)c2=O)cc1C,,491.62,3.09,87.54,JQHIHJYIVBJWRF-UHFFFAOYSA-N,6,7,1,35,38
83c57e4b-5a53-42b5-92a9-889ce1c97811,9318863,Cc1cc(NC(=O)c2cc([N+](=O)[O-])ccc2Cl)no1,,281.65,2.8,98.27,DNMZREGGPLYTCI-UHFFFAOYSA-N,3,5,1,19,20
51316879-83e8-4648-8040-994e1b267669,9316237,NC(=O)c1cc(C2CCN(C(=O)Cc3ccccc3Cl)CC2)n[nH]1,,346.82,2.11,92.08,NVSQNMPTQILRMW-UHFFFAOYSA-N,4,3,2,24,26
4bb0da5b-d0b9-419a-8092-0d029d7a9323,9314122,CC(=O)Nc1cccc2ncccc12,,186.21,2.19,41.99,JXDASSXQWMYQGN-UHFFFAOYSA-N,1,2,1,14,15
aecf9bd7-9cf3-49a3-bd4c-5ad5856eb5ee,9321941,COc1ccc(/C=C2\Oc3cc(OCC(=O)OC(C)C)ccc3C2=O)c(OC)c1,,398.41,3.65,80.29,CNZMULGUJNYWFO-UKWGHVSLSA-N,7,7,0,29,31
ba43996b-da59-4428-ae35-253ec342c8a4,9314689,CCN1CCc2c(sc(NC(=O)c3ccc(Cl)s3)c2C(N)=O)C1.Cl,,406.36,3.61,75.43,OZAFUOUBNRBDIE-UHFFFAOYSA-N,4,5,2,24,25
eec81e86-50a0-420b-849d-16b77ed39ae6,8633671,C[C@H](O)C(=O)C1=Nc2c(O)nc(=N)[nH]c2NC1,,237.22,-0.96,134.45,VPVOXUSPXFPWBN-VKHMYHEASA-N,2,7,5,17,18
e7d4e748-47fd-45e6-80fc-669551182470,9312749,CC(C)(C)C(=O)NCCn1cc(-c2ccncc2)cn1,,272.35,2.11,59.81,QHHXELGXXINBDA-UHFFFAOYSA-N,4,4,1,20,21
cc8abba3-80dd-44b3-bd19-da1897996f49,9268122,O=C(NC1CCCN(Cc2ccc(Cl)cc2)C1)C1CC1,,292.81,2.83,32.34,ICAOUMQBURKYQA-UHFFFAOYSA-N,4,2,1,20,22
