user_compound_id,split
9255492,train
9255493,train
9255499,val
9255500,val
9255502,val
9255503,val
9255517,train
9255520,test
9255524,train
9255538,train
9255540,train
9255544,train
9255547,test
9255548,train
9255555,train
9255556,train
9255557,test
9255560,train
9255565,train
9255566,val
9255571,train
9255575,train
9255583,train
9255584,val
9255589,train
9255591,val
9255592,train
9255596,test
9255597,train
9255606,train
9255609,test
9255615,train
9255616,val
9255617,train
9255622,test
9255628,train
9255647,train
9255649,test
9255663,val
9255664,train
9255667,test
9255669,train
9255670,train
9255675,train
9255699,train
9255700,test
9255701,train
9255705,train
9255719,train
9255721,train
9255728,train
9255735,train
9255738,train
9255745,test
9255755,train
9255792,train
9255794,test
9255805,train
9255810,train
9255815,train
9255817,test
9255818,test
9255819,train
9255827,val
9255831,train
9255834,train
9255836,train
9255841,val
9255846,val
9255894,train
9255935,train
9255938,val
9255942,val
9255944,test
9255977,train
9255981,train
9256028,train
9256034,train
9256038,train
9256041,train
9256048,train
9256055,train
9256065,test
9256091,train
9256097,train
9256100,train
9256146,train
9256180,train
9256196,train
9256201,train
9256203,train
9256217,test
9256224,val
9256237,train
9256238,train
9256239,train
9256243,train
9256254,train
9256258,train
9256265,test
9256267,train
9256268,test
9256271,train
9256272,train
9256273,train
9256274,val
9256276,train
9256282,test
9256287,train
9256303,train
9256304,train
9256315,val
9256338,test
9256349,train
9256351,train
9256353,val
9256365,train
9256380,train
9256396,val
9256413,train
9256432,train
9256433,val
9256439,train
9256444,train
9256448,train
9256454,train
9256477,train
9256479,train
9256511,val
9256545,train
9256546,val
9256547,test
9256557,train
9256561,train
9256570,train
9256573,train
9256588,val
9256600,test
9256607,train
9256615,val
9256625,test
9256628,train
9256631,train
9256675,train
9256685,val
9256693,train
9256694,train
9256701,train
9256703,test
9256713,val
9256725,val
9256729,train
9256731,val
9256738,train
9256739,train
9256743,train
9256746,train
9256750,train
9256753,train
9256754,train
9256755,test
9256756,train
9256757,train
9256766,val
9256768,train
9256769,train
9256770,train
9256774,train
9256791,train
9256792,val
9256796,train
9256797,test
9256798,val
9256800,train
9256801,train
9256804,test
9256806,train
9256814,train
9256816,train
9256818,val
9256826,train
9256835,train
9256840,train
9256844,train
9256847,val
9256849,val
9256850,train
9256855,val
9256856,train
9256864,val
9256865,train
9256872,train
9256878,test
9256881,train
9256891,train
9256896,train
9256901,val
9256921,train
9256922,train
9256923,train
9256924,test
9256925,test
9256935,train
9256936,train
9256939,train
9256940,train
9256941,train
9256942,train
9256943,train
9256944,train
9256947,train
9256949,train
9256950,train
9256955,train
9256956,val
9256957,train
9256958,train
9256959,train
9256960,train
9256963,val
9256964,train
9256966,train
9256968,train
9256970,train
9256971,train
9256973,train
9256977,test
9256988,train
9256999,test
9257000,train
9257006,train
9257009,test
9257018,test
9257049,train
9257050,train
9257064,train
9257082,test
9257095,val
9257096,train
9257100,train
9257101,train
9257141,train
9257142,train
9257147,train
9257148,train
9257150,train
9257170,test
9257171,test
9257179,train
9257212,train
9257219,train
9257220,train
9257224,val
9257231,train
9257233,train
9257234,train
9257236,train
9257238,test
9257247,train
9257277,train
9257292,test
9257293,train
9257294,train
9257297,train
9257298,train
9257299,train
9257300,test
9257301,train
9257302,val
9257304,train
9257308,train
9257309,train
9257322,train
9257323,val
9257363,val
9257364,train
9257365,train
9257367,train
9257371,train
9257386,train
9257402,train
9257406,train
9257435,val
9257437,train
9257444,test
9257450,train
9257452,train
9257463,train
9257468,train
9257498,train
9257499,val
9257502,train
9257516,train
9257543,train
9257546,test
9257554,train
9257556,train
9257557,train
9257559,train
9257560,val
9257561,train
9257562,test
9257563,train
9257564,train
9257570,train
9257571,train
9257578,val
9257579,val
9257580,train
9257586,train
9257588,val
9257592,train
9257593,val
9257598,train
9257599,train
9257600,train
9257686,val
9257691,train
9257695,val
9257701,test
9257703,train
9257704,test
9257718,train
9257741,train
9257748,val
9257763,train
9257795,test
9257796,train
9257798,train
9257799,train
9257806,val
9257848,val
9257850,train
9257853,train
9257861,train
9257862,train
9257868,train
9257897,val
9257912,val
9257913,train
9257926,train
9257952,train
9257955,train
9257956,train
9257963,test
9257969,train
9257970,train
9257994,val
9257997,train
9258001,train
9258007,test
9258010,val
9258032,test
9258037,train
9258041,train
9258042,train
9258043,train
9258045,train
9258047,test
9258061,test
9258062,test
9258063,train
9258064,test
9258066,train
9258109,train
9258117,train
9258124,train
9258129,train
9258131,test
9258132,val
9258133,train
9258135,train
9258156,train
9258169,train
9258174,val
9258175,train
9258178,train
9258187,train
9258189,train
9258192,test
9258196,val
9258229,test
9258230,train
9258234,train
9258243,train
9258244,train
9258246,test
9258251,train
9258252,train
9258254,train
9258256,train
9258274,train
9258287,train
9258297,val
9258298,train
9258301,train
9258302,train
9258326,test
9258360,test
9258367,test
9258369,train
9258371,train
9258373,train
9258378,train
9258379,test
9258386,train
9258390,train
9258394,train
9258395,train
9258396,train
9258401,train
9258402,test
9258425,train
9258427,train
9258428,train
9258430,train
9258431,train
9258432,train
9258438,train
9258442,test
9258452,train
9258453,train
9258461,train
9258462,val
9258467,train
9258483,train
9258484,train
9258485,test
9258493,train
9258494,train
9258495,train
9258496,train
9258497,train
9258501,train
9258503,train
9258508,train
9258509,val
9258510,train
9258517,train
9258518,train
9258527,val
9258528,train
9258532,train
9258533,train
9258536,train
9258537,train
9258550,train
9258564,train
9258568,train
9258570,train
9258574,train
9258581,train
9258582,val
9258583,val
9258584,train
9258587,train
9258588,train
9258606,train
9258607,train
9258616,train
9258617,train
9258619,train
9258620,train
9258627,test
9258629,train
9258635,train
9258641,train
9258648,train
9258649,train
9258654,train
9258655,train
9258662,train
9258666,test
9258667,train
9258677,val
9258698,train
9258699,test
9258701,test
9258711,train
9258736,train
9258766,val
9258795,train
9258825,train
9258829,train
9258833,val
9258849,test
9258851,train
9258877,train
9258938,train
9258957,train
9258960,train
9258981,train
9258989,test
9258995,val
9258996,train
9259017,train
9259020,val
9259034,val
9259035,train
9259037,train
9259038,train
9259039,test
9259047,train
9259055,test
9259060,test
9259066,val
9259070,train
9259077,train
9259079,train
9259084,train
9259090,train
9259091,train
9259092,train
9259096,train
9259103,train
9259107,train
9259111,train
9259112,train
9259113,test
9259129,train
9259148,train
9259149,val
9259150,train
9259152,train
9259153,train
9259155,test
9259157,val
9259158,train
9259160,train
9259164,train
9259165,train
9259166,val
9259167,train
9259168,train
9259169,test
9259170,train
9259171,val
9259173,train
9259174,test
9259183,val
9259184,train
9259186,train
9259187,test
9259188,test
9259193,train
9259195,train
9259199,train
9259204,train
9259205,train
9259207,train
9259210,train
9259225,train
9259231,train
9259238,test
9259266,train
9259322,test
9259340,train
9259373,test
9259374,train
9259390,test
9259423,train
9259458,val
9259478,train
9259506,train
9259552,train
9259559,test
9259576,train
9259578,val
9259640,train
9259644,train
9259696,train
9259699,val
9259702,train
9259711,train
9259712,train
9259729,val
9259730,train
9259775,train
9259866,train
9259872,train
9259879,train
9259880,train
9259882,train
9259909,train
9259922,train
9259937,train
9259945,train
9259946,test
9259968,train
9259971,train
9259973,train
9259976,train
9259977,train
9259978,train
9259979,train
9259998,val
9260001,train
9260002,train
9260005,val
9260009,val
9260015,val
9260033,train
9260034,train
9260035,test
9260050,test
9260059,test
9260067,test
9260081,val
9260150,val
9260153,test
9260154,test
9260156,train
9260180,val
9260183,val
9260191,val
9260193,val
9260204,train
9260207,train
9260208,test
9260213,train
9260274,train
9260326,train
9260329,test
9260344,val
9260349,train
9260370,train
9260373,train
9260382,test
9260395,train
9260405,val
9260411,train
9260940,train
9260953,train
9260969,train
9260971,train
9260975,test
9260977,train
9260978,test
9260979,val
9260983,train
9261003,train
9261013,train
9261026,test
9261031,train
9261037,val
9261039,train
9261044,train
9261045,train
9261046,train
9261047,test
9261050,train
9261069,val
9261071,train
9261077,train
9261101,train
9261102,train
9261112,train
9261118,train
9261120,test
9261121,train
9261144,test
9261147,val
9261151,train
9261164,train
9261173,train
9261179,train
9261181,train
9261195,train
9261204,train
9261212,val
9261214,train
9261215,train
9261216,test
9261218,train
9261221,val
9261222,train
9261223,train
9261228,train
9261231,train
9261232,train
9261234,train
9261235,train
9261237,train
9261238,test
9261241,test
9261243,test
9261245,val
9261268,train
9261269,val
9261283,train
9261285,val
9261286,train
9261292,train
9261296,train
9261308,train
9261324,train
9261370,test
9261411,train
9261414,train
9261425,train
9261438,train
9261442,test
9261447,test
9261466,val
9261513,train
9261592,train
9261593,train
9261603,train
9261622,test
9261623,train
9261625,test
9261633,val
9261640,train
9261643,test
9261696,train
9261704,val
9261717,val
9261758,train
9261761,train
9261765,test
9261766,train
9261833,train
9261852,train
9261857,train
9261858,train
9261875,val
9261882,val
9261903,train
9261908,val
9261913,train
9261950,val
9261967,train
9261975,train
9261983,train
9261987,val
9262003,train
9262023,train
9262036,train
9262037,train
9262040,train
9262047,train
9262048,train
9262057,train
9262058,train
9262060,val
9262061,train
9262067,train
9262068,train
9262078,train
9262080,val
9262087,train
9262097,train
9262098,test
9262101,train
9262128,train
9262129,train
9262130,train
9262131,train
9262134,train
9262140,test
9262146,train
9262150,train
9262153,train
9262159,train
9262160,train
9262161,val
9262169,train
9262170,test
9262179,train
9262317,train
9262379,train
9262384,train
9262386,train
9262397,train
9262407,test
9262459,train
9262475,val
9262512,val
9262544,val
9262552,train
9262553,train
9262562,train
9262565,train
9262787,train
9262788,test
9262796,train
9262839,test
9262848,val
9262856,train
9262864,train
9262888,train
9262895,test
9262908,train
9262934,val
9262942,train
9262943,train
9262949,train
9262950,test
9262959,train
9262966,test
9262967,test
9262970,train
9262978,train
9262979,train
9263078,val
9263089,train
9263090,train
9263100,train
9263101,train
9263103,train
9263113,train
9263212,train
9263214,train
9263216,train
9263217,val
9263222,train
9263223,train
9263284,test
9263344,test
9263406,train
9263408,train
9263438,test
9263458,train
9263459,train
9263465,test
9263467,train
9263503,val
9263515,val
9263516,val
9263517,val
9263531,test
9263534,train
9263536,test
9263537,train
9263547,train
9263605,train
9263640,train
9263641,test
9263642,test
9263649,train
9263673,test
9263684,train
9263692,val
9263693,test
9263700,val
9263703,val
9263706,train
9263707,train
9263709,train
9263710,train
9263711,val
9263712,test
9263713,train
9263714,val
9263715,train
9263716,val
9263718,val
9263720,train
9263722,train
9263723,train
9263725,test
9263735,val
9263743,val
9263745,test
9263747,train
9263750,val
9263753,val
9263754,train
9263757,train
9263759,train
9263761,train
9263766,train
9263767,train
9263769,train
9263770,train
9263775,val
9263777,train
9263778,train
9263781,train
9263789,test
9263792,train
9263795,train
9263797,train
9263798,train
9263805,train
9263880,val
9263977,train
9264002,train
9264059,train
9264084,train
9264095,train
9264123,train
9264128,val
9264129,train
9264133,train
9264164,test
9264179,train
9264224,train
9264226,train
9264234,test
9264256,train
9264257,train
9264259,val
9264260,train
9264261,val
9264263,train
9264264,train
9264293,train
9264300,val
9264304,val
9264337,val
9264344,train
9264345,test
9264351,train
9264352,test
9264354,test
9264359,train
9264360,train
9264389,val
9264390,test
9264393,train
9264395,train
9264403,train
9264407,train
9264410,train
9264411,train
9264415,train
9264419,train
9264424,train
9264427,train
9264428,test
9264448,train
9264449,train
9264450,train
9264455,train
9264456,train
9264458,val
9264459,test
9264467,val
9264468,val
9264469,train
9264471,train
9264473,val
9264476,train
9264477,train
9264479,val
9264486,train
9264497,train
9264498,train
9264500,val
9264501,train
9264502,train
9264515,train
9264516,val
9264521,train
9264528,train
9264538,test
9264539,train
9264549,val
9264550,train
9264551,train
9264561,train
9264571,train
9264574,test
9264575,train
9264579,train
9264581,test
9264610,test
9264618,val
9264620,train
9264632,val
9264634,train
9264641,train
9264650,train
9264656,test
9264673,train
9264674,train
9264687,train
9264691,test
9264696,train
9264698,val
9264702,train
9264720,val
9264905,train
9264913,train
9264921,test
9264924,train
9264931,train
9264957,val
9264959,train
9264986,train
9264989,train
9264991,train
9264992,train
9264994,train
9264997,train
9264999,val
9265001,train
9265007,train
9265013,train
9265015,train
9265020,train
9265021,train
9265029,train
9265042,train
9265043,train
9265047,val
9265064,train
9265087,test
9265090,train
9265091,train
9265093,val
9265101,train
9265104,val
9265120,train
9265126,train
9265130,train
9265131,train
9265132,val
9265136,train
9265141,train
9265151,test
9265158,train
9265159,train
9265161,train
9265235,train
9265241,train
9265246,train
9265260,val
9265271,train
9265275,train
9265277,train
9265278,train
9265279,val
9265281,train
9265282,train
9265285,train
9265286,train
9265294,train
9265295,train
9265298,train
9265300,train
9265309,train
9265317,train
9265328,train
9265330,train
9265346,train
9265363,train
9265364,train
9265372,train
9265378,train
9265380,train
9265385,train
9265386,test
9265387,val
9265388,train
9265390,train
9265395,train
9265403,train
9265436,val
9265437,train
9265454,train
9265456,train
9265510,train
9265511,train
9265513,train
9265523,train
9265536,test
9265537,train
9265546,val
9265554,train
9265570,train
9265575,val
9265587,test
9265601,train
9265607,val
9265636,train
9265651,train
9265654,train
9265655,test
9265657,test
9265658,train
9265659,train
9265662,val
9265664,train
9265667,train
9265668,test
9265669,val
9265670,train
9265671,val
9265675,train
9265677,train
9265678,train
9265686,train
9265747,test
9265755,val
9265769,train
9265772,train
9265773,train
9265778,train
9265790,val
9265793,train
9265822,train
9265845,train
9265849,train
9265850,train
9265854,train
9265857,train
9265858,train
9265872,train
9265882,test
9265897,test
9265915,train
9265916,train
9265918,train
9265919,test
9265920,train
9265921,train
9265922,val
9265923,test
9265924,train
9265925,test
9265926,test
9265927,train
9265928,train
9265929,train
9265930,train
9265940,train
9265941,test
9265947,train
9265953,train
9265959,train
9265960,val
9265974,train
9265976,train
9265977,val
9265979,train
9265983,train
9265995,train
9265999,train
9266000,train
9266001,train
9266003,train
9266004,test
9266006,train
9266010,test
9266021,train
9266022,train
9266025,val
9266032,val
9266034,test
9266048,train
9266051,train
9266056,train
9266058,train
9266063,train
9266065,train
9266066,val
9266071,train
9266072,val
9266078,train
9266079,train
9266082,test
9266087,train
9266100,train
9266101,train
9266111,val
9266115,train
9266117,train
9266121,train
9266122,train
9266126,train
9266154,test
9266157,train
9266183,train
9266188,val
9266283,test
9266292,train
9266294,test
9266296,val
9266312,train
9266313,val
9266314,train
9266315,val
9266321,train
9266322,train
9266327,train
9266335,train
9266336,train
9266376,train
9266382,train
9266402,train
9266413,train
9266423,test
9266439,train
9266442,train
9266502,train
9266532,train
9266533,train
9266534,test
9266537,train
9266558,val
9266600,train
9266601,train
9266616,val
9266629,train
9266637,train
9266640,test
9266648,train
9266681,train
9266686,val
9266696,train
9266793,test
9266860,train
9266861,train
9266862,val
9266864,val
9266865,train
9266866,train
9266870,train
9266876,val
9266880,train
9266881,train
9266892,train
9266916,train
9266921,train
9266956,train
9266959,test
9266972,train
9266974,train
9266976,train
9266977,train
9266981,train
9266992,test
9266998,val
9267001,test
9267004,train
9267009,train
9267019,val
9267020,train
9267021,train
9267022,train
9267023,train
9267024,train
9267042,train
9267050,train
9267063,train
9267073,train
9267083,train
9267097,test
9267109,train
9267111,val
9267118,test
9267133,train
9267136,test
9267137,train
9267146,val
9267148,train
9267149,train
9267155,train
9267156,val
9267161,train
9267202,train
9267206,train
9267208,val
9267214,train
9267218,train
9267219,train
9267223,val
9267225,val
9267226,train
9267227,train
9267228,train
9267229,train
9267235,train
9267236,val
9267237,train
9267242,train
9267244,train
9267251,val
9267252,train
9267256,test
9267258,train
9267259,train
9267262,train
9267311,train
9267315,train
9267325,val
9267335,train
9267437,train
9267474,train
9267506,test
9267509,test
9267513,train
9267514,train
9267516,train
9267518,train
9267520,train
9267521,train
9267522,val
9267523,train
9267524,train
9267525,train
9267527,train
9267528,val
9267543,val
9267544,train
9267546,train
9267556,train
9267559,train
9267561,train
9267567,train
9267576,train
9267587,val
9267591,train
9267600,train
9267603,train
9267605,train
9267610,train
9267638,test
9267639,train
9267641,test
9267642,train
9267645,train
9267648,test
9267660,train
9267661,train
9267665,train
9267670,train
9267679,train
9267685,train
9267736,val
9267755,train
9267760,test
9267780,train
9267786,train
9267790,train
9267810,train
9267811,train
9267815,val
9267823,train
9267827,train
9267830,test
9267832,train
9267839,val
9267842,train
9267844,train
9267854,train
9267862,test
9267867,train
9267870,train
9267873,train
9267875,train
9267883,train
9267890,train
9267894,train
9267905,train
9267919,train
9267920,train
9267921,val
9267923,test
9267924,test
9267925,test
9267926,train
9267928,train
9267929,train
9267930,train
9267931,train
9267932,val
9267936,train
9267939,test
9267940,val
9267941,test
9267942,val
9267955,test
9267956,test
9267957,train
9267968,train
9267975,test
9267976,train
9267977,train
9267997,train
9268000,train
9268002,train
9268003,train
9268029,train
9268030,train
9268031,val
9268033,val
9268048,train
9268051,train
9268055,val
9268060,train
9268083,train
9268084,train
9268085,train
9268091,train
9268092,train
9268093,train
9268096,train
9268097,train
9268103,test
9268110,train
9268115,val
9268116,train
9268117,train
9268118,train
9268119,test
9268120,train
9268122,train
9268123,train
9268130,train
9268134,train
9268141,train
9268148,train
9268170,test
9268171,train
9268174,train
9268178,train
9268179,train
9268180,val
9268182,train
9268183,train
9268184,train
9268198,train
9268230,train
9268240,train
9268241,train
9268242,train
9268243,train
9268244,train
9268245,val
9268246,test
9268247,train
9268248,train
9268249,train
9268251,train
9268255,train
9268256,val
9268257,train
9268259,train
9268263,train
9268265,train
9268266,train
9268271,train
9268279,train
9268324,val
9268326,train
9268343,train
9268345,test
9268350,test
9268353,train
9268362,train
9268364,test
9268366,test
9268367,train
9268371,train
9268377,train
9268378,val
9268379,train
9268380,test
9268384,train
9268386,train
9268387,train
9268388,val
9268392,train
9268394,train
9268397,val
9268399,test
9268400,train
9268405,train
9268406,train
9268411,test
9268412,train
9268413,test
9268414,train
9268417,train
9268418,train
9268421,test
9268431,train
9268434,train
9268435,train
9268436,train
9268440,train
9268441,val
9268443,test
9268444,train
9268445,train
9268446,train
9268452,train
9268456,train
9268457,train
9268458,val
9268492,train
9268493,train
9268494,val
9268495,train
9268496,train
9268502,train
9268511,train
9268512,train
9268513,train
9268514,train
9268515,train
9268516,train
9268518,train
9268519,train
9268561,train
9268563,val
9268565,val
9268590,train
9268603,train
9268617,test
9268642,test
9268643,train
9268644,train
9268645,train
9268646,train
9268650,train
9268651,val
9268652,train
9268653,train
9268654,train
9268655,val
9268656,train
9268657,train
9268730,train
9268763,val
9268782,train
9268811,train
9268812,train
9268813,val
9268816,test
9268820,train
9268823,test
9268827,train
9268837,test
9268840,train
9268841,train
9268845,train
9268846,val
9268850,test
9268853,train
9268857,test
9268860,train
9268861,train
9268863,test
9268866,train
9268867,train
9268868,test
9268869,val
9268874,train
9268880,train
9268881,test
9268882,train
9268911,train
9268944,train
9268959,train
9268965,train
9268966,train
9268975,val
9268977,train
9268978,train
9268987,val
9268992,val
9268998,train
9269016,val
9269017,train
9269018,test
9269039,train
9269040,train
9269041,train
9269042,train
9269063,val
9269064,train
9269065,train
9269069,test
9269072,train
9269076,train
9269077,train
9269079,train
9269082,train
9269084,train
9269089,train
9269091,val
9269093,train
9269095,val
9269108,test
9269115,test
9269127,train
9269135,train
9269154,train
9269161,train
9269163,train
9269164,train
9269167,train
9269168,val
9269170,test
9269179,train
9269180,train
9269185,train
9269187,train
9269188,train
9269191,train
9269192,train
9269201,val
9269258,train
9269262,test
9269263,train
9269264,train
9269267,train
9269268,train
9269290,train
9269307,train
9269315,train
9269324,val
9269326,train
9269327,train
9269328,train
9269338,train
9269339,val
9269369,train
9269375,train
9269377,train
9269382,val
9269406,train
9269450,val
9269457,test
9269460,test
9269473,train
9269501,train
9269502,test
9269504,train
9269505,train
9269512,train
9269513,train
9269514,train
9269516,train
9269525,train
9269527,train
9269531,train
9269534,val
9269535,train
9269555,train
9269564,train
9269566,test
9269575,train
9269576,train
9269577,train
9269578,train
9269619,train
9269626,train
9269649,val
9269670,train
9269672,train
9269674,train
9269675,train
9269677,train
9269702,train
9269720,train
9269776,train
9269786,train
9270908,train
9270930,test
9270932,train
9270980,test
9270981,val
9270983,train
9270988,train
9271014,train
9271015,train
9271017,test
9271018,train
9271020,train
9271021,train
9271022,train
9271042,train
9271043,train
9312488,train
9312489,train
9312490,test
9312491,train
9312492,train
9312493,train
9312494,train
9312495,train
9312496,val
9312497,train
9312498,train
9312499,train
9312500,train
9312501,train
9312502,train
9312503,train
9312504,train
9312505,train
9312506,test
9312507,train
9312508,train
9312509,train
9312510,train
9312511,train
9312512,test
9312513,train
9312515,train
9312516,val
9312517,train
9312518,train
9312519,val
9312520,train
9312521,train
9312522,train
9312523,test
9312525,train
9312526,train
9312527,train
9312528,train
9312529,train
9312530,train
9312532,train
9312533,train
9312534,train
9312536,train
9312537,train
9312539,val
9312540,train
9312541,train
9312542,train
9312543,train
9312545,test
9312546,train
9312547,train
9312548,train
9312549,train
9312550,train
9312552,train
9312553,train
9312554,test
9312555,train
9312556,train
9312557,train
9312558,val
9312559,train
9312560,train
9312561,train
9312562,test
9312563,train
9312564,train
9312566,train
9312567,train
9312568,train
9312569,val
9312571,train
9312572,val
9312573,train
9312575,val
9312576,train
9312577,train
9312578,val
9312579,train
9312580,val
9312581,train
9312582,train
9312583,train
9312584,train
9312585,test
9312586,train
9312587,train
9312588,val
9312589,val
9312590,val
9312591,train
9312592,train
9312593,train
9312594,train
9312595,train
9312596,train
9312597,test
9312598,train
9312599,train
9312601,train
9312602,train
9312603,train
9312605,val
9312607,train
9312608,val
9312609,train
9312610,val
9312611,test
9312612,train
9312613,train
9312614,train
9312615,train
9312616,test
9312617,train
9312618,train
9312619,val
9312620,train
9312621,test
9312622,val
9312623,val
9312624,val
9312625,train
9312626,train
9312627,train
9312630,train
9312631,train
9312632,val
9312633,val
9312634,train
9312635,train
9312636,val
9312637,train
9312638,test
9312639,train
9312640,train
9312641,train
9312642,train
9312643,train
9312644,train
9312645,val
9312646,train
9312647,train
9312648,train
9312650,train
9312651,test
9312653,train
9312654,val
9312655,train
9312656,train
9312657,train
9312658,train
9312659,test
9312660,train
9312661,train
9312662,val
9312663,train
9312664,test
9312665,train
9312666,train
9312669,train
9312670,train
9312671,train
9312672,train
9312674,train
9312675,train
9312676,train
9312677,train
9312678,train
9312679,train
9312680,val
9312681,train
9312682,train
9312683,train
9312684,train
9312685,train
9312686,train
9312687,test
9312688,train
9312689,train
9312690,train
9312691,test
9312692,test
9312693,test
9312694,val
9312695,train
9312696,val
9312697,train
9312698,test
9312699,train
9312700,train
9312701,train
9312702,train
9312704,val
9312705,train
9312706,train
9312707,train
9312708,test
9312709,train
9312710,val
9312712,train
9312713,val
9312714,train
9312715,train
9312717,train
9312718,train
9312719,train
9312720,train
9312722,train
9312723,train
9312724,train
9312725,train
9312726,train
9312727,train
9312728,train
9312729,val
9312731,val
9312732,val
9312733,train
9312734,train
9312735,train
9312736,val
9312737,test
9312738,train
9312739,train
9312741,train
9312742,train
9312743,val
9312744,test
9312745,val
9312746,test
9312747,val
9312748,train
9312749,val
9312750,val
9312751,train
9312752,train
9312753,train
9312754,train
9312755,train
9312756,val
9312757,val
9312758,train
9312759,train
9312760,train
9312761,train
9312762,test
9312764,train
9312765,train
9312766,train
9312767,train
9312768,train
9312769,val
9312770,train
9312771,test
9312772,train
9312773,train
9312774,train
9312775,train
9312776,train
9312777,test
9312778,train
9312779,train
9312780,train
9312781,test
9312782,val
9312783,test
9312784,train
9312785,train
9312786,val
9312787,train
9312788,train
9312789,val
9312791,train
9312792,train
9312793,test
9312795,train
9312797,val
9312798,train
9312799,test
9312800,test
9312801,train
9312802,train
9312803,train
9312804,train
9312805,train
9312806,test
9312809,train
9312810,train
9312811,val
9312812,train
9312813,val
9312814,train
9312816,test
9312818,train
9312819,train
9312820,train
9312821,train
9312823,train
9312824,train
9312826,train
9312827,train
9312830,train
9312831,train
9312832,train
9312833,train
9312834,train
9312835,train
9312837,test
9312838,train
9312839,train
9312840,val
9312841,test
9312842,val
9312844,test
9312845,train
9312846,val
9312847,train
9312848,train
9312849,val
9312851,train
9312852,train
9312853,train
9312854,train
9312855,train
9312856,train
9312858,train
9312859,train
9312860,test
9312861,train
9312862,train
9312865,test
9312867,test
9312868,train
9312869,train
9312870,val
9312872,train
9312873,train
9312874,train
9312875,train
9312877,train
9312879,train
9312881,train
9312882,train
9312883,train
9312884,train
9312886,train
9312887,train
9312888,train
9312889,train
9312890,train
9312891,train
9312893,val
9312894,train
9312895,train
9312896,train
9312897,train
9312898,train
9312900,train
9312901,train
9312902,train
9312903,train
9312904,train
9312907,test
9312908,train
9312909,train
9312911,val
9312912,train
9312914,train
9312915,train
9312916,val
9312917,test
9312918,train
9312919,val
9312921,train
9312922,train
9312923,train
9312924,train
9312926,train
9312928,train
9312929,train
9312930,train
9312931,train
9312932,train
9312933,test
9312935,train
9312936,val
9312937,train
9312938,train
9312939,train
9312940,val
9312942,train
9312943,train
9312944,test
9312945,train
9312946,train
9312947,test
9312950,train
9312951,train
9312952,test
9312953,test
9312954,test
9312957,train
9312958,val
9312960,train
9312961,train
9312963,train
9312964,train
9312965,val
9312966,train
9312967,test
9312968,train
9312970,val
9312971,train
9312972,train
9312973,test
9312974,test
9312978,train
9312979,train
9312980,test
9312982,train
9312984,val
9312985,train
9312986,train
9312987,val
9312988,train
9312989,val
9312991,train
9312992,train
9312993,test
9312994,train
9312995,val
9312996,train
9312998,train
9312999,train
9313000,train
9313001,train
9313002,train
9313003,test
9313005,train
9313006,train
9313007,train
9313012,train
9313013,train
9313014,test
9313016,train
9313017,test
9313019,train
9313020,train
9313021,train
9313023,train
9313024,test
9313026,train
9313027,train
9313028,train
9313030,train
9313031,train
9313033,train
9313034,train
9313035,train
9313037,test
9313038,test
9313040,test
9313041,train
9313042,val
9313044,train
9313045,train
9313047,val
9313048,val
9313049,train
9313051,val
9313052,train
9313054,train
9313055,test
9313056,train
9313058,val
9313059,test
9313061,train
9313062,train
9313063,val
9313066,train
9313070,train
9313072,train
9313073,train
9313075,val
9313076,train
9313077,train
9313079,val
9313080,train
9313083,train
9313084,train
9313086,test
9313087,train
9313089,train
9313090,train
9313093,test
9313094,test
9313096,val
9313097,train
9313098,test
9313100,train
9313103,train
9313104,train
9313105,val
9313107,train
9313108,train
9313110,train
9313111,test
9313115,train
9313117,val
9313118,test
9313119,train
9313121,val
9313122,val
9313124,train
9313126,train
9313130,train
9313131,val
9313132,test
9313134,test
9313137,train
9313138,train
9313139,train
9313144,train
9313145,train
9313146,train
9313148,train
9313151,val
9313152,train
9313155,train
9313158,train
9313159,train
9313160,train
9313162,test
9313165,val
9313166,val
9313167,train
9313169,train
9313172,test
9313173,train
9313174,train
9313179,train
9313183,train
9313186,train
9313187,train
9313188,train
9313190,test
9313194,test
9313195,test
9313197,train
9313200,val
9313201,train
9313202,train
9313204,train
9313207,train
9313208,val
9313209,train
9313211,val
9313214,train
9313215,train
9313216,train
9313218,train
9313221,val
9313223,test
9313225,train
9313229,train
9313230,test
9313232,train
9313235,train
9313236,val
9313239,train
9313242,val
9313244,train
9313246,train
9313249,train
9313250,test
9313251,train
9313253,train
9313256,train
9313257,val
9313258,train
9313260,train
9313263,train
9313264,test
9313265,train
9313270,train
9313271,val
9313272,train
9313274,train
9313277,val
9313278,test
9313279,train
9313281,val
9313284,train
9313286,train
9313291,val
9313293,train
9313295,train
9313298,val
9313299,train
9313300,train
9313305,val
9313306,test
9313307,train
9313309,val
9313312,train
9313313,train
9313314,train
9313316,train
9313319,train
9313320,train
9313321,test
9313323,test
9313327,train
9313328,test
9313330,train
9313333,val
9313334,train
9313335,train
9313337,test
9313340,train
9313341,train
9313344,test
9313347,train
9313348,train
9313349,train
9313351,train
9313354,train
9313355,train
9313356,train
9313358,test
9313361,val
9313362,train
9313363,train
9313365,train
9313368,val
9313369,train
9313370,val
9313372,train
9313375,train
9313376,train
9313377,train
9313382,train
9313383,train
9313384,train
9313391,train
9313393,train
9313396,train
9313397,train
9313398,train
9313400,val
